SMILES,NSC#,"Activity (1 = active, 0 = inactive)",,,,
CC1=CC=CC=C1OCC(CN2CCN(CC2)C3=CC=C(C=C3)Cl)O,NSC91357,0,,,,
CC(=CCC1=C(C2=CC=CC=C2C(=O)C1=O)O)C,NSC11905,0,,,,
C1C(C(C(CC1(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O,NSC91529,0,,,,
C1=CC=C2C(=C1)C=CN3C2=NN=C3Cl,NSC109719,0,,,,
CC1=CC(NC(=S)N1C2=CC=CC3=C2C=CC(=C3)S(=O)(=O)O)(C)C,NSC5836,0,,,,
CC1=C(C(=CC=C1)C)N2C=NC(=NC2=O)NC,NSC372221,0,,,,
CC1CC2C(CC3(C1(CCC3=O)O)C)C(=C)C(=O)O2,NSC361902,0,,,,
C1=CC=C(C=C1)C2=NC(=NN2)N,NSC34794,0,,,,
CN1C2=NC(=NC(=C2C=N1)NC3=CC=CC=C3Cl)NC4=CC=CC=C4Cl,NSC19061,0,,,,
CN(C)S(=O)(=O)NC1=CC(=CC=C1)Br,NSC241621,0,,,,
C1=C(C2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)N)C(=S)N,NSC105827,0,,,,
CC1COC2(CC1OC(=O)C=CC3=CC=CC=C3)C4(CO4)C5CCC(CC5O2)C(=O)OC6C(C(C(C(O6)C)O)OC(=O)C)OC7C(C(C(C(O7)C)O)OC(=O)C)O,NSC328426,0,,,,
CC1=C(C=CC(=C1)NC(=O)OC(C)C)C2=C(C=C(C=C2)NC(=O)OC(C)C)C,NSC57624,0,,,,
CC(=CCOC1=CC2=C(C=C1)C=CC(=O)O2)C3=CC(=O)C(O3)(C)C,NSC142227,0,,,,
C1=CC(=CC2=C1C=CC3=C2N=CN3)O,NSC163920,0,,,,
CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,NSC7533,0,,,,
CC(=O)N1C=C(C2=CC=CC=C21)C3CC(=O)OC4=C3CC(=O)C(C4)(C)C,NSC177862,0,,,,
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N,NSC20264,0,,,,
C1=CC=C(C(=C1)C2=NNC(=O)NC2=O)N3C(=O)NC(=O)C(=N3)C(=O)O,NSC362639,0,,,,
CCCN1C=C2CC3C(C4=C2C1=CC=C4)CC(C)CN3C,NSC332294,1,,,,
CC1CCC2C(C3(C(CC4(C5CCC6C7(C5(CC4(C3CN2C1)O)OC6(C(CC7)OC(=O)C8=CC(=C(C=C8)OC)OC)O)C)O)O)O)(C)O,NSC7524,0,,,,
CC(C1=CC=CC=C1)(C(C2CCCCN2)C3=CC=CC=C3)O,NSC38352,0,,,,
C#CCSC1=NNC(=N1)C2=CC=CO2,NSC367487,0,,,,
C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)NC3=CC=NC=C3)N,NSC146770,0,,,,
CCCCCCCCCCCCC(C(=O)OCC)(C(=O)OCC)NC(=O)C,NSC20192,0,,,,
CNC1(CCNCC1)C(=O)N,NSC75846,0,,,,
C1=CC(=CC(=C1)Cl)NC(=S)N,NSC164965,0,,,,
CC1=CC2=C(C=C1C(=O)C)C(CCC2)(C)C,NSC16813,0,,,,
C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,NSC6101,0,,,,
CC(=O)C1=C2C(=C(C=C1O)OC)C=CC(O2)(C)C,NSC14135,0,,,,
CC1=CC(=CC=C1)NC2=C(C(=O)NC(S2)C3=CC(=C(C=C3)O)OC)C#N,NSC319435,0,,,,
C1=CC(=CC(=C1)Cl)C(=O)OC2=CC=CNC2=O,NSC289365,0,,,,
CCOC(=O)C1=C2N=CN=C(N2N=C1)SC,NSC175412,0,,,,
CSC1=NC=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O,NSC25740,0,,,,
COC(=O)NC1=CSC2=C1NC(=O)CCCC2,NSC285669,0,,,,
COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,NSC45923,0,,,,
C1COC(=O)C1=CC2=CC=C(C=C2)O,NSC16873,0,,,,
C1=CC=C(C=C1)C2=C(C=C3N2C=CC4=CC=CC=C43)C(=O)N,NSC93427,0,,,,
C1=CC=C(C=C1)C(=NC#N)N,NSC113532,0,,,,
CCC(C(O)=O)(O)C1=C(CO)C(N2CC3=CC4=CC=CC=C4N=C3C2=C1)=O,NSC100880,0,,,,
CC(=O)OC1=CC2=C(C=C1)C=C(C(=O)O2)C3=CC=CC=C3,NSC17055,0,,,,
COC1=C(C=CC(=C1)C=C2C(=O)NC(=O)NC2=O)O,NSC93945,0,,,,
C1CC1(NC(=O)C2=CC=C(C=C2)Cl)N3CCOCC3,NSC378711,0,,,,
C1=CC=C(C(=C1)NC2=CC(=NC(=N2)N)Cl)Cl,NSC47522,0,,,,
C1CNCC=C1N2C3=CC=CC=C3NC2=O,NSC88883,0,,,,
CN(CC1=CC=CO1)C(=O)NC2=C(C=CC(=C2)[N+](=O)[O-])OC,NSC241619,0,,,,
CCC(C)NC(=O)CC(C)C,NSC34210,0,,,,
CN(C)C=NC1=CC(=C(C=C1)Cl)Cl,NSC176765,0,,,,
COC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C=C2O,NSC50680,1,,,,
CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,NSC270916,0,,,,
CCN1C2=C(C=C(C=C2)NC(=O)NC3=C(C=C(C=C3)[N+](=O)[O-])C)C4=CC=CC=C41,NSC320218,0,,,,
CC1(CC(=CC(=S)N1)NC2=CC=C(C=C2)OC)C,NSC283856,0,,,,
C1=CC=C(C=C1)C2=C(OC(=N2)C3=NC=CC4=CC=CC=C43)C5=CC=CC=C5,NSC25457,1,,,,
C1(=C(C2=NNN=C2C(=C1Cl)Cl)Cl)Cl,NSC134674,0,,,,
C1CCN(C1)CCCCC#N,NSC96979,0,,,,
CC1=CC(=C(C=C1NC2=C3C=C(C=CC3=NC4=C2C=CC(=C4)Cl)OC)C(C)C)O,NSC13051,1,,,,
CCOC1=CC=C(C=C1)NC(=O)C2=CC3=CC=CC=C3C=C2O,NSC50690,1,,,,
CC1=CC(=NN=C2C=CN(C=C2C)O)C=CC1=NC,NSC170637,0,,,,
C1=C2C(=C(N=C(N2)N)N)C3=CC=NC3=C1,NSC339578,0,,,,
CCN(CC)CCN=C1C(=NC(=C(N1O)N)C#N)C,NSC265372,0,,,,
CCCCCN1C=NC2=C1NC(=NC2=S)N,NSC58907,0,,,,
COC1=CC(=C(C(=C1)OC)C(=O)C=CC2=CC=CC=C2)O,NSC51351,0,,,,
C1CCN(CC1)C2=NC3=NN=C(N3C(=N2)N4CCCCC4)C5=CC=CC=C5,NSC99867,0,,,,
C1OC2=C(O1)C=C(C(=C2)C=CC(=O)O)[N+](=O)[O-],NSC21034,0,,,,
C1CN2CC(=CCO)C3CC2C14C5C3=CCC(=O)N5C6=CC=CC=C46,NSC99791,0,,,,
CC=C(C)C(=O)OC1CC2(CO2)C3C(C=C(C3(C4C1C(=C)C(=O)O4)O)C)OC(=O)C,NSC104943,0,,,,
CNC(=O)OCN1C(=O)C2CC=CCC2C1=O,NSC35964,0,,,,
CSC1=NC(=S)C2=C(N1)NC(=S)N2,NSC19063,0,,,,
C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)NC3=CC=NC=C3)[N+](=O)[O-],NSC146769,0,,,,
CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,NSC186067,0,,,,
CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)O)O,NSC177406,1,,,,
CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)OCC(CO)O,NSC335504,0,,,,
C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)F)O,NSC45536,0,,,,
CCN1CCCCC(=NO)C(=NO)CCCC1,NSC96491,0,,,,
CC1CCCC(C1)(CNC(=O)C)O,NSC29874,0,,,,
C1=CNC(=C1)C(=O)C2=C(C=CC(=C2)Cl)NC(=O)CN,NSC140873,0,,,,
Cl/C(Cl)=C\C(C(O)=O)N1CCOCC1,NSC53874,0,,,,
CCOC(=O)C(=O)CC1=NC2=CC=CC=C2S1,NSC38490,0,,,,
CC1=NC(=CC=C1)C(C(C2=CC=CC(=N2)C)O)O,NSC60034,0,,,,
C1=C[N+](=CC=C1CC(C(F)(F)F)(C(F)(F)F)O)[O-],NSC162188,0,,,,
C1=CC=C2C(=C1)C(=CS2)C=C3C(=O)NC(=O)NC3=O,NSC108783,0,,,,
CC1=CC(=C(C=C1)NC(=O)NNC(=O)CSC2CCC3=CC=CC=C23)C,NSC329065,0,,,,
C1=CSC(=C1)C(=O)C2=CN=C(C=C2)Cl,NSC343343,0,,,,
C1=CC(=CC=C1C(=O)OC2=CC=C(C=C2)[N+](=O)[O-])N,NSC163802,0,,,,
CC1=C(C=C(C=C1)NC(=O)NC2=CN=CC=C2)NC(=O)NC3=CN=CC=C3,NSC319994,0,,,,
CCN1C2=C(C(=O)N(C(=O)N2C)C)N(C1=O)C,NSC8813,0,,,,
CC(C)C12C(O1)C3(CCC4C(C3=CC2=O)(CCCC4(C)C(=O)OC)C)O,NSC337783,0,,,,
C1=CC=C2C(=C1)C(C(=O)N2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,NSC59814,0,,,,
C1=CC=C2C=C(C=CC2=C1)NC3=CC=C(C=C3)O,NSC15372,0,,,,
CCOC(=O)C1=C(SSC1=S)N,NSC197049,0,,,,
C1=CC(=C(C=C1C(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl)Cl,NSC176736,0,,,,
CC1=C2C(=NN=C(C2=NN1)CC3=CC=CC=C3)C,NSC294161,0,,,,
CCCCCCCCCCCCCCCC(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O,NSC135962,0,,,,
C1=CC=C(C=C1)C2=CC=C(C=C2)NC(=O)C=CC(=O)O,NSC68841,0,,,,
CC1(CCC2C(=C1)CCC3C2(CCCC3(C)C(=O)O)C)C=C,NSC6435,0,,,,
C1=CSC(=N1)NC(=O)C=CC(=O)O,NSC80807,0,,,,
C1=CC(=CC=C1C2=C(N=NS2)C(=O)N)C3=C(N=NS3)C(=O)N,NSC120290,0,,,,
C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,NSC102816,0,,,,
C1=CC(=CC(=C1)S(=O)(=O)N(CCO)CCO)N,NSC2952,0,,,,
C1=CC(=CC=C1N)NC(=O)NC2=CC=C(C=C2)N,NSC15364,0,,,,
CN1C(=C(C(=O)N(C1=O)C)N=NC2=CC=C(C=C2)S(=O)(=O)N)N,NSC114449,0,,,,
CC1=CC2=C(C3=CC(=C(C=C3O2)OC)OC)C(=O)O1,NSC179822,0,,,,
C1CN(CCN1)CCN,NSC38968,0,,,,
COC1=CC2=C(C=C1)N=C(C=C2C(=O)O)C3=CC=C(C=C3)Cl,NSC39984,0,,,,
C1=CC=C2C(=C1)C(=CN2)C=C(C#N)C(=O)N,NSC163144,0,,,,
CC1=CC=C(C=C1)C=C2C(=C(C(=C2Cl)Cl)Cl)Cl,NSC26112,0,,,,
CC1=C(C(=O)C(=C(C1=O)O)C2=C(C(=O)C(=C(C2=O)O)C)O)O,NSC88466,0,,,,
CC1=C(C=CC2=C1N=C(C=C2C(=O)O)C3=CC=CC=C3)Cl,NSC40306,0,,,,
CCC1=C2C3=C(C=C(C=C3)[N+](=O)[O-])NC2=CC=C1,NSC9852,0,,,,
C1=CC=C(C=C1)C2(C3=CC=CC=C3C(=O)N2C4=CC=NC=C4)O,NSC69359,0,,,,
C1C2=C(C=C(C=C2)N)N=[N+](C3=C1C=CC(=C3)N)[O-],NSC70534,0,,,,
CC(=O)NC1=CC=C(C=C1)OC(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])OC,NSC215689,0,,,,
CN1C2=NC(=CN=C2C(=N1)N)C(Cl)(Cl)Cl,NSC166634,0,,,,
C1=CC=C(C(=C1)C2=NC3=C(N2)C=NC=C3)N,NSC128737,0,,,,
C1=C(OC(=C1)[N+](=O)[O-])C=[N+](CCO)[O-],NSC303603,0,,,,
COC1C(CC(C(O1)O)NC(=O)C(F)(F)F)O,NSC101758,0,,,,
CCOC(=O)C1C(N(C(=O)C1=O)C(C)C)C(=O)OCC,NSC55172,0,,,,
C1=CC2=C(C=C1O)C(=O)N(C2=O)C(CCC(=O)N)C(=O)O,NSC78623,0,,,,
C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2(C61C7=CC=CC=C75)O,NSC99792,0,,,,
C1=CC=C(C=C1)N2C3=C(C=N2)C(=S)N=CN3,NSC3961,0,,,,
CN1CCC2=CC(=C(C3=C2C1CC4=CC5=C(C=C43)OCO5)OC)OC,NSC785161,0,,,,
CC1=C(C(=O)C2=C(O1)N(N=C2C)C3=CC=CC=C3)Cl,NSC362093,0,,,,
C1=CC(=CN=C1)OC2=C(C=CC=N2)[N+](=O)[O-],NSC117741,0,,,,
CC1=CC2=NN=C(N2C(=C1)C)C,NSC79010,0,,,,
CN1C2=C(C(=O)N(C1=O)C)NC(=N2)NN=CC3=CC(=C(C=C3)O)OC,NSC64672,0,,,,
CC1=C(C(=O)C=CN1)OC(=O)NC,NSC287495,0,,,,
C1=CC=C(C=C1)C2=CC(=C(N2)C3=NC=CC4=CC=CC=C43)C#N,NSC116640,0,,,,
CN(C)S(=O)(=O)N1C(=O)C2=CC=CC=C2C1=O,NSC13800,0,,,,
CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,NSC122750,0,,,,
CC1=CC2=NN=C(N2C=C1)C(C)O,NSC278741,0,,,,
CCOC1=CC=C(C=C1)C=C2C(=O)NC(=S)N2,NSC31208,0,,,,
C=CCNC(=S)NCC=C,NSC49252,0,,,,
CN(C(=O)NC1C(COC(C1O)OC)O)N=O,NSC153365,0,,,,
CC1=C(C=C(C=C1)NC2=C(N=CNC2=O)O)C,NSC61910,0,,,,
CC1=CC=C(C=C1)C=C2CCOC2=O,NSC10427,0,,,,
CC1=CC(=C(C=C1N)Cl)NC(=O)C2=CC=CC=C2,NSC76549,0,,,,
C1=CC=C(C=C1)C2C3=CC=CC=C3C(=C2C(=O)N)N,NSC108750,0,,,,
CN1CCC23CC4(CCC2C1CC5=C3C=C(C=C5)OC)OCCO4,NSC116397,0,,,,
CC1=CC=C(C=C1)N2CCN(CC2)CC(COC3=CC=CC(=C3)C)O,NSC91382,1,,,,
C1=CN2C(=CNC2=S)C=N1,NSC169566,0,,,,
C1=CC=C2C(=C1)C=C(C(=C2N=NC3=CC=C(C=C3)S(=O)(=O)N)O)C(=O)O,NSC134137,0,,,,
C(=C(C(=O)O)O)(C(=O)O)O,NSC30238,0,,,,
CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(O)=O,NSC196515,0,,,,
CN(C)C1=NC=NC2=C1N=CN2C3=CC=CC=C3,NSC34488,0,,,,
CCOC(=O)C(=CC1=CC=CC(=C1)C)C#N,NSC637290,0,,,,
CC1=CC(=NN1C(=NC(=O)C2=CC=C(C=C2)[N+](=O)[O-])N)C,NSC294625,0,,,,
C1=C(C=C(C(=C1S(=O)(=O)N)N)Cl)S(=O)(=O)N,NSC17148,0,,,,
CCCCN1C(=O)CC2C1(OCC2)C,NSC134785,0,,,,
C1OC2=C(O1)C=C3C(=C2)C4=CC(C(C(C4NC3=O)O)O)O,NSC349155,0,,,,
CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O,NSC281245,0,,,,
CCOC1=CC=C(C2=[N+](ON=C12)[O-])S(=O)(=O)C3=CC=C(C=C3)C,NSC228137,0,,,,
CC12CC3C4(C56C1C(=O)C(O5)(C7CC=C8CC=CC(=O)C8(C7CCC6(C(=O)O4)O)C)OCC2C(=O)O3)C,NSC287088,0,,,,
C1=CC=C(C=C1)C2=CC(=O)N3C(=N2)C=C(N3)C4=CC=CO4,NSC379651,0,,,,
C1=C(N=NS1)C(=O)NC2=CSN=N2,NSC103770,0,,,,
CC1=CC(=O)NC2=CN=CN=C2N1,NSC92264,0,,,,
CCOC(=O)C1=C(NC(=C1C)C(=O)OCC)CO,NSC10768,0,,,,
C1=CC2=C(C=CC(=C2N=C1)O)C=O,NSC122131,0,,,,
CN1C(=O)C(C(=O)NC1=O)N=NC2=CC=C(C=C2)Cl,NSC58347,0,,,,
C1=CC(=C(C=C1Cl)[N+](=O)[O-])S(=O)(=O)N,NSC81213,0,,,,
C1=CC=C(C=C1)C(=O)C2=CC=CN2,NSC75585,0,,,,
C1=CC(=CC(=C1)Br)NCC(=O)NN,NSC190336,0,,,,
C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)[As](=O)(O)O)O,NSC92892,0,,,,
C1=CC(=CC=C1C(=O)N)C(=O)NC2=CC=C(C=C2)[As](=O)(O)O,NSC12666,0,,,,
C1CC2C=CC1C3C2S(=O)(=O)C4C5CCC(C4C3=O)C=C5,NSC135381,0,,,,
C1=CC=C(C=C1)C2=CN3C=CC=CC3=N2,NSC77913,0,,,,
C1=CC(=CC(=C1)N)C2=CC(=NC=C2)C=NNC(=S)N,NSC195327,0,,,,
NC1=NC=NC2=C1NC=C2C3C(O)C(O)C(CO)O3,NSC352890,0,,,,
COC1=CC(=C(C=C1)OC)NC(=O)N(CC=C)CC=C,NSC374814,0,,,,
C1C(C(OC1N2C=CC(=O)NC2=O)CO)O,NSC23615,0,,,,
CC1=NC2=CC=CC=C2N=C1N3CCCC3,NSC42846,0,,,,
C1=CC(=CN=C1)C2=NN=C(S2)N,NSC513815,0,,,,
C1=CC=C(C=C1)COC2=CC3=C(C=C2)NC(=C3)C(=O)O,NSC30930,0,,,,
CC(C)C(=O)C1=CC(=C(C=C1)O)O,NSC27389,0,,,,
CN(C)CC1=CNC2=NC=CN=C12,NSC194243,0,,,,
CC(C)NCC1CCC2=CC(=C(C=C2N1)[N+](=O)[O-])CO,NSC352888,0,,,,
CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O,NSC131616,0,,,,
CC(=O)OCC1(CCCC23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)C,NSC642099,0,,,,
C1C2CC3C1C(C2C(=O)O)C(=O)O3,NSC12444,0,,,,
CCOC(=O)C1=C(N(C(=N1)SC)C)C(=O)OCC,NSC193528,0,,,,
CC1=CC2C3(CC1O)COC(=O)C4C(O4)(C(COC(C=CC=CC(=O)OC5C3(C6(CO6)C(C5)O2)C)C(C)O)O)C,NSC269756,0,,,,
C1COC(=O)C1=COCCCOC=C2CCOC2=O,NSC178873,0,,,,
CC(C)CNC(=O)C=CC(=O)O,NSC55573,0,,,,
CSC1=NC(=C(C(=N1)Cl)Br)NC2=CNC(=O)NC2=O,NSC56287,0,,,,
C1=CC(=CN=C1)C=C(C#N)C2=CC=C(C=C2)Br,NSC151262,0,,,,
C1=CC=C(C=C1)C2=CC3=CC=CC=C3N2,NSC15776,0,,,,
COC1=CC2=C(C=C1)C3CCN4C(N3CC2)CCC4=O,NSC121268,0,,,,
CCCN1C=NC2=C1N=C(N=C2SC3=C(N=CN3C)[N+](=O)[O-])N,NSC44584,0,,,,
CC1=CC(=NC(=C1C#N)SC2=NC(=C(C(=C2C#N)C)[N+](=O)[O-])C)C,NSC339594,0,,,,
CCOC(=O)N1CCN(CC1)CC2=C(C=CC3=CC=CC=C32)O,NSC12262,0,,,,
COC1=CN=C(N=C1NC2=CC=C(C=C2)C#N)SC,NSC55453,0,,,,
CC1=C(N=CC=C1)NC(=O)C2=CSN=N2,NSC120286,0,,,,
CN1C2=C(C=N1)C(=O)NC(=N2)N,NSC4936,0,,,,
COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O)OC,NSC123383,0,,,,
C1=CC2=C(C=C1[N+](=O)[O-])NC(=N2)N=C(N)N,NSC126757,0,,,,
COC1=CC(=O)C=CC(=C1)NC(=O)CCl,NSC149046,0,,,,
C=CCNC(=S)N1CCN(CC1)C2=CC=CC=C2Cl,NSC89429,0,,,,
CC12CCC(=O)N(C1=CCC3C2CCC4(C3CCC4(C)O)C)C,NSC36923,0,,,,
C1=CC=C(C=C1)C2=CC=C(N2C3=CC=CC=C3O)C4=CC=CC=C4,NSC101789,0,,,,
CC1=CC2=C(C=C1)N(C3=C2C=CC4=C3C(=O)C=CC4=O)C,NSC661221,0,,,,
CC(C)(C)N1C(=CC(=N1)C2CC2)NC(=O)NC3=CC=CC=C3,NSC366802,1,,,,
CC1(C(C2=CC3=CC=CC=C3N=C2C4=CC=CC=C41)O)C,NSC19824,0,,,,
CN(C(=O)NC1CCCCC1)NC(=O)C(=O)NCC2=CC=CO2,NSC329052,0,,,,
CCN(CC)CCOCC=C,NSC93260,0,,,,
C1=CC(=CN=C1)C2=NNC(=C2)[N+](=O)[O-],NSC4135,0,,,,
C1=CC=C(C=C1)CC2C(C(=O)C(=O)O2)C3=CC=CC=C3,NSC17362,0,,,,
CC1C2C(=CC2(NC1=O)C)C,NSC135351,0,,,,
COC1C(CC2CN3CCC4=C(C3CC2C1CO)NC5=C4C=CC(=C5)OC)O,NSC80137,0,,,,
CC1=C(SC(=N1)C)C(=O)NN=CC2=CC=C(C=C2)N(CCCl)CCCl,NSC103331,0,,,,
COC1=C(C=C(C=C1)CN2CCOC2=O)OC,NSC40500,0,,,,
C1OC2=C(O1)C=C(C=C2)C3=NN=C(O3)NC4=CC=C(C=C4)Cl,NSC326184,0,,,,
C1CCC(CC1)(C(C2=CC=CC=C2)C(=O)O)O,NSC16416,0,,,,
C1=C(C2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)N)C#N,NSC63701,0,,,,
C1=CC=C2C(=C1)C(=O)N(C2=O)C3=NC=NN3,NSC4921,0,,,,
C1=CC(=CC(=C1)Cl)N(CCF)CCF,NSC85179,0,,,,
C1=CC=C(C=C1)C(=O)NC(=S)N,NSC5784,0,,,,
C1C(C(=O)N(C1=O)C2=CC(=C(C=C2)Cl)Cl)SC3=CC=CC=C3N,NSC164991,0,,,,
CN1C=NC(=C1SC2=NC=NN2)[N+](=O)[O-],NSC311074,0,,,,
CC1=CC(=C2C=C(C=CC2=N1)NC(=O)C=CC3=CC=CC=C3Cl)N,NSC33353,0,,,,
CN1C2=NC(=NC(=C2C=N1)NC3=CC=C(C=C3)Br)NC4=CC=C(C=C4)Br,NSC11667,0,,,,
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2=NC=CS2,NSC288024,0,,,,
C1=CC=C(C=C1)C2=CC(=C(O2)C3=CC=CC=C3)P(=O)(O)O,NSC43344,0,,,,
C1CN(CCN1C2=CC=CC=C2Cl)C(=O)C3=CN=CC=C3,NSC87010,0,,,,
C1=CN=CC=C1C=CC2=CC=NC=C2,NSC11470,0,,,,
C1=CC(=C(C=C1I)Cl)N2C(=O)C=CC2=O,NSC326385,0,,,,
CCOC(=O)C(=O)CC1=NN=CC=C1,NSC91438,0,,,,
C1CCN(CC1)C2=CC(=C(C=C2)C(=O)O)O,NSC23895,0,,,,
C1=CC(=CC=C1C=C(C#N)C#N)C=C(C#N)C#N,NSC57670,0,,,,
CC1=CN(C(=O)N(C1=O)CC2=CC=CC=C2)C3CC(C(O3)CO)O,NSC106464,0,,,,
C1=CC=C(C=C1)C2=C(C=C(C=C2)[N+](=O)[O-])[As](=O)(O)O,NSC187675,0,,,,
CCOC(=O)C1=CSC(=N1)C2=CC=C(O2)COC(=O)C3=CC=CC=C3,NSC347463,0,,,,
CC1=C(C=C(C=C1)NC(=O)NC2=NC3=CC=CC=C3S2)NC(=O)NC4=NC5=CC=CC=C5S4,NSC319990,0,,,,
CCC(C)N1C(=CC(=O)N1C(C)CC)C,NSC120844,0,,,,
CC1(CC2(C(O2)C3(C1)N=NC(=NC4=CC=CC=C4)O3)C)C,NSC311165,0,,,,
CCCCCC(=O)N1CCCC1,NSC60377,0,,,,
CN1CCCC1C2=CNC(=O)C=C2,NSC68657,0,,,,
CN1CCC2=CC3=C(C4=C2C1CC5=C4C(=C(C=C5)OC)OC)OCO3,NSC785162,0,,,,
C1=CC=[N+](C(=C1)S(=O)(=O)CC#N)[O-],NSC361056,0,,,,
CC(=O)C1CCC2C1(CC(C3(C2CCC4=CC(=O)CCC43C)F)O)C,NSC17128,0,,,,
CCCCCOC1=CC=C(C=C1)N2C(=O)C(CNC2=S)C,NSC121908,0,,,,
COC1=CC(=CC(=C1OC)OC)C=C2CCOC2=O,NSC13658,0,,,,
CC1=NN(C(=O)C1C(=S)SC2CC(=O)NC2=O)C3=CC=CC=C3,NSC303294,0,,,,
CC1CCCCC1=NNC2=NC(=CC(=O)N2)C,NSC75885,0,,,,
COC1=C(C=C2C(C3COC(=O)C3CC2=C1)C4=CC(=C(C=C4)O)OC)O,NSC4586,0,,,,
CC(=O)NC1=C(C2=CC=CC=C2C3=CC=CC=C31)OC,NSC31698,0,,,,
CCOC(=O)CCC1(C(=O)CCCCCC=C1C(=O)OC)C(=O)OC,NSC151721,0,,,,
C1=CC=C2C(=C1)C=C3C=C(C=CC3=N2)Cl,NSC179818,0,,,,
CC1(C)N=C(N)N=C(N)N1C2=CC=CC(CN)=C2,NSC168184,0,,,,
CC(C)(C)C1=NN=C2C1C(=O)C3=CC=CC=C32,NSC11991,0,,,,
C1=CC=C(C=C1)C(=O)N2C(C=CC3=C2C=CC4=CC=CC=C43)C#N,NSC96541,0,,,,
CCN(CC)C1=CC=C(C=C1)C=C2C(=O)NC(=S)NC2=O,NSC90749,0,,,,
CC(=O)CCC(=O)O,NSC3716,0,,,,
COC1=CC(=CC(=C1OC)OC)C2C(C(C(C3=CC(=C(C=C23)OC)OC)O)(CO)O)C(=O)O,NSC50131,0,,,,
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O,NSC31048,0,,,,
CC1=CC(=C(C=C1)C)C(=O)CCC(=O)O,NSC215276,0,,,,
C1=CC=C(C(=C1)C=CC=NN=CC2=CC=CC=C2O)[N+](=O)[O-],NSC119805,0,,,,
CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,NSC100058,0,,,,
C1=CC=C(C(=C1)NC(=O)NC2=CC=C(C=C2)Br)Cl,NSC190501,1,,,,
CCOC(=O)C1=CNNC1=O,NSC43546,0,,,,
CCNC(=O)OC1=CC=CNC1=O,NSC276369,0,,,,
CCCCSC1=NC=NC2=C1C=NN2,NSC27628,0,,,,
CCOP(=O)(C(=CC1=CC=C(C=C1)[N+](=O)[O-])C#N)OCC,NSC637325,0,,,,
CC=C1C2=NC(CS2)C(=O)NC(C3=NC(=CS3)C(=O)NC4C(OC(=O)C5=NC6=C(C=CC(C6O)NC(C(=O)NC(=C)C(=O)NC(=C)C(=O)NC(C(=O)NC7(CCC(=NC7C8=CSC4=N8)C9=NC(=CS9)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C2=NC(=CS2)C(=O)NC(C(=O)N1)C(C)O)C)C(C)C)C(=C5)C(C)O)C)C(C)(C(C)O)O,NSC285116,0,,,,
COC(C1C(O)CCC2C1CC3C4=C(C5=CC=CC=C5N4)CCN3C2)=O,NSC19509,0,,,,
